Player,Span,Start_ Year,End_Year,Career_Length,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
TWM Latham (NZ),2012-2017,2012,2017,5,13,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RE Levi (SA),2012-2012,2012,2012,0,13,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E Lewis (WI),2016-2019,2016,2019,3,29,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Liton Das (BDESH),2015-2019,2015,2019,4,25,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LS Livingstone (ENG),2017-2017,2017,2017,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
K Loday (BHU),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
L Louwrens (NAM),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MJ Lumb (ENG),2010-2014,2010,2014,4,27,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CA Lynn (AUS),2014-2018,2014,2018,4,18,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NFI McCallum (SCOT),2007-2010,2007,2010,3,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BB McCullum (NZ),2005-2015,2005,2015,10,71,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BR McDermott (AUS),2018-2019,2018,2019,1,12,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PD McGlashan (NZ),2006-2010,2006,2010,4,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ND McKenzie (SA),2006-2009,2006,2009,3,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CD McMillan (NZ),2005-2007,2005,2007,2,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NJ Maddinson (AUS),2013-2018,2013,2018,5,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RP Magar (NEPAL),2014-2015,2014,2015,1,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JN Malan (SA),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JS Malhotra (USA),2019-2019,2019,2019,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Malla (NEPAL),2014-2019,2014,2019,5,24,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mamoon Latif (Belg),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Manan (ROM),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK Mandal (NEPAL),2015-2015,2015,2015,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mandeep Singh (INDIA),2016-2016,2016,2016,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A Manousis (),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Manpreet Singh (ITA),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Manpreet Singh (SGP),2019-2019,2019,2019,0,12,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK Markram (SA),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SE Marsh (AUS),2008-2016,2008,2016,8,15,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HJH Marshall (NZ),2005-2006,2005,2006,1,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JAH Marshall (NZ),2005-2008,2005,2008,3,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
XM Marshall (USA/WI),2008-2019,2008,2019,11,13,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DR Martyn (AUS),2005-2006,2005,2006,1,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
I Master (Botsw),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
V Mbazo (Botsw),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RD McCann (IRE),2012-2012,2012,2012,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SS McKechnie (HKG),2019-2019,2019,2019,0,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GP Meade (ITA),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M Meade (Chile),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
J Mees (LUX),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AS Mehmi (),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BKG Mendis (SL),2016-2019,2016,2019,3,24,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JH Mensah (Ghana),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mian Mehmood (PORT),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Michael Nazir (MALTA),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DA Miller (SA/World),2010-2019,2010,2019,9,72,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mirza Ahsan (Aut),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Misbah-ul-Haq (PAK),2007-2012,2007,2012,5,39,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohamed Azzam (Mald),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohamed Rishwan (Mald),2019-2019,2019,2019,0,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Amin (KUW),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Iqbal (CAN),2008-2008,2008,2008,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Mithun (BDESH),2014-2019,2014,2019,5,14,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Naim (BDESH),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Qazi (CAN),2008-2008,2008,2008,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammed Rizlan (QAT),2019-2019,2019,2019,0,15,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Rizwan (PAK),2015-2019,2015,2019,4,16,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Salman (PAK),2011-2011,2011,2011,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Shahzad (AFG),2010-2018,2010,2018,8,65,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Yousuf (PAK),2006-2010,2006,2010,4,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammed Nurji (MWI),2019-2019,2019,2019,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK Mohan (Fin),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GMC Mol (NL),2008-2008,2008,2008,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Mongia (INDIA),2006-2006,2006,2006,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PJ Moor (ZIM),2016-2019,2016,2019,3,21,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
VV Morea (PNG),2015-2017,2015,2017,2,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
EJG Morgan (ENG),2009-2019,2009,2019,10,86,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RS Morton (WI),2006-2010,2006,2010,4,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M Mosehle (SA),2017-2017,2017,2017,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
K Motlhanka (Botsw),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muaviath Ganee (Mald),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mudassar Muhammad (GER),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Amir (MAL),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Awais (),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Hamayun (Saudi),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Kaleem (UAE),2016-2016,2016,2016,0,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Khurram (MWI),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Usman (UAE),2016-2019,2016,2019,3,34,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mukhtar Ahmed (PAK),2015-2015,2015,2015,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mukhtiar Singh (ESP),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AA Mulla (CAN),2008-2008,2008,2008,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Munir Dar (HKG),2014-2014,2014,2014,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
C Munoz-Mills (ESP),2019-2019,2019,2019,0,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HG Munsey (SCOT),2015-2019,2015,2019,4,38,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Murali (CRC),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Murphy (SCOT),2013-2013,2013,2013,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TK Musakanda (ZIM),2018-2018,2018,2018,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mushfiqur Rahim (BDESH),2006-2019,2006,2019,13,84,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P Mustard (ENG),2008-2008,2008,2008,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
F Mutizwa (ZIM),2011-2012,2011,2012,1,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
R Mutumbami (ZIM),2015-2019,2015,2019,4,22,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M Mwamadi (MWI),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Myburgh (NL),2012-2019,2012,2019,7,33,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nadif Chowdhury (BDESH),2006-2007,2006,2007,1,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Najeeb Tarakai (AFG),2014-2019,2014,2019,5,12,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Najibullah Zadran (AFG),2012-2019,2012,2019,7,57,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Naseem Khushi (OMAN),2017-2019,2017,2019,2,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasir Jamshed (PAK),2012-2013,2012,2013,1,18,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nauman Anwar (PAK),2015-2015,2015,2015,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nawazish Jezuli (Saudi),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nazimuddin (BDESH),2007-2008,2007,2008,1,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Najmul Hossain Shanto (BDESH),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nazmus Sadat (BDESH),2006-2006,2006,2006,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nazwan Ismail (Mald),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PM Nevill (AUS),2016-2016,2016,2016,0,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
OE Newey (GUE),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HM Nicholls (NZ),2016-2019,2016,2019,3,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Nikitas (),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PA Nixon (ENG),2007-2007,2007,2007,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ML Nkala (ZIM),2006-2006,2006,2006,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
F Nkhoma (MWI),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Noor Ali Zadran (AFG),2010-2017,2010,2017,7,20,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Noor Momand (Belg),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MJ North (AUS),2009-2009,2009,2009,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nurul Hasan (BDESH),2016-2017,2016,2017,1,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AA Obanda (KENYA),2007-2019,2007,2019,12,30,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NJ O'Brien (IRE),2008-2016,2008,2016,8,30,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DO Obuya (KENYA),2007-2012,2007,2012,5,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NV Ojha (INDIA),2010-2010,2010,2010,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AA Onikoyi (NGA),2019-2019,2019,2019,0,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CN Onwuzulike (NGA),2019-2019,2019,2019,0,9,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KO Otieno (KENYA),2008-2008,2008,2008,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A Otwani (UGA),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MA Ouma (KENYA),2007-2013,2007,2013,6,22,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SD Outerbridge (BMUDA),2008-2008,2008,2008,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ovais Yousof (NGA),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
VS Padhaal (Fin),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TD Paine (AUS/World),2009-2017,2009,2017,8,12,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
K Pala (PNG),2015-2015,2015,2015,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
I Pandey (NEPAL),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MK Pandey (INDIA),2015-2019,2015,2019,4,32,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RR Pant (INDIA),2017-2019,2017,2019,2,26,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AE Paraam (SGP),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BA Parchment (WI),2007-2007,2007,2007,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M Patel (PNM),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M Patel (Chile),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MD Patel (USA),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PA Patel (INDIA),2011-2011,2011,2011,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RN Patel (KENYA),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SP Patil (UAE),2014-2016,2014,2016,2,18,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RK Paudel (NEPAL),2019-2019,2019,2019,0,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BBJL Perera (ITA),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MDKJ Perera (SL),2013-2019,2013,2019,6,42,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SL Perera (Ghana),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
WKD Perkins (WI),2008-2008,2008,2008,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AN Petersen (SA),2010-2010,2010,2010,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
T Phaswana (Botsw),2019-2019,2019,2019,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GD Phillips (NZ),2017-2018,2017,2018,1,11,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
R Pillai (GER),2019-2019,2019,2019,0,6,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LA Pomersbach (AUS),2007-2007,2007,2007,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RT Ponting (AUS),2005-2009,2005,2009,4,17,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NS Poonia (SCOT),2007-2010,2007,2010,3,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
N Pooran (WI),2016-2019,2016,2019,3,16,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
WTS Porterfield (IRE),2008-2018,2008,2018,10,61,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
VRCF Poubel (),2019-2019,2019,2019,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A Poulose (OMAN),2017-2017,2017,2017,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KOA Powell (WI),2014-2014,2014,2014,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AD Poynter (IRE),2012-2016,2012,2016,4,19,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SW Poynter (IRE),2015-2019,2015,2019,4,25,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
H Pragji (Botsw),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AG Prince (SA),2005-2005,2005,2005,0,1,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MJ Prior (ENG),2007-2010,2007,2010,3,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SMA Priyanjan (SL),2017-2017,2017,2017,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Qalandar Khan (QAT),2019-2019,2019,2019,0,4,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
S Qeshile (SA),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Raees Ahmadzai (AFG),2010-2010,2010,2010,0,8,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rafatullah Mohmand (PAK),2015-2015,2015,2015,0,3,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AM Rahane (INDIA),2011-2016,2011,2016,5,20,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rahmanullah Gurbaz (AFG),2019-2019,2019,2019,0,7,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rahman Ademi (Serb),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KL Rahul (INDIA),2016-2019,2016,2019,3,34,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PBB Rajapaksa (SL),2019-2019,2019,2019,0,5,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Ramdin (WI),2006-2019,2006,2019,13,71,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rameez Raja (2) (PAK),2011-2011,2011,2011,0,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rameez Shahzad (UAE),2016-2019,2016,2019,3,22,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Aminuddin Ramly (MAL),2019-2019,2019,2019,0,10,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DA Rankin (IRE),2015-2016,2015,2016,1,2,-,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
