Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
SE Marsh (AUS),2008-2019,2008,2019,11,73,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CA Marshall (CAN),1979-1979,1979,1979,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HJH Marshall (NZ),2003-2007,2003,2007,4,66,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JAH Marshall (NZ),2005-2008,2005,2008,3,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JJ Martin (INDIA),1999-2001,1999,2001,2,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Masood Iqbal (PAK),1984-1984,1984,1984,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Massiah (USA),2004-2004,2004,2004,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
EH Mattis (WI),1981-1981,1981,1981,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BM Mauricette (CAN),1979-1979,1979,1979,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TMK Mawoyo (ZIM),2006-2014,2006,2014,8,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MP Maynard (ENG),1994-2000,1994,2000,6,14,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RD McCann (IRE),2010-2010,2010,2010,0,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JA McCollum (IRE),2019-2019,2019,2019,0,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SS McKechnie (HKG),2017-2018,2017,2018,1,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
V Mehra (UAE),1994-1996,1994,1996,2,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PS Mehta (EAf),1975-1975,1975,1975,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LRD Mendis (SL),1975-1989,1975,1989,14,79,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MC Mendis (SL),1995-1995,1995,1995,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DA Miller (SA),2010-2019,2010,2019,9,126,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DA Minors (BMUDA),2006-2007,2006,2007,1,20,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Aslam (UAE),1996-1996,1996,1996,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Iqbal (CAN),2007-2008,2007,2008,1,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Ishaq (UAE),1994-1996,1994,1996,2,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Mithun (BDESH),2014-2019,2014,2019,5,24,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Rizwan (PAK),2015-2019,2015,2019,4,32,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Salim (BDESH),2003-2003,2003,2003,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Salman (PAK),2011-2011,2011,2011,0,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Shahzad (AFG),2009-2019,2009,2019,10,84,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohammad Wasim (PAK),1996-2000,1996,2000,4,25,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mohibullah Oryakhel (AFG),2013-2013,2013,2013,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Moin-ul-Atiq (PAK),1988-1989,1988,1989,1,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Moin Khan (PAK),1990-2004,1990,2004,14,219,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NR Mongia (INDIA),1994-2000,1994,2000,6,140,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Moniruzzaman (BDESH),2003-2003,2003,2003,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PJ Moor (ZIM),2014-2019,2014,2019,5,49,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KS More (INDIA),1984-1993,1984,1993,9,94,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
VV Morea (PNG),2014-2018,2014,2018,4,13,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DWO Morgan (BMUDA),2006-2006,2006,2006,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
EJG Morgan (ENG/IRE),2006-2019,2006,2019,13,233,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JE Morris (ENG),1990-1991,1990,1991,1,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JK Moss (AUS),1979-1979,1979,1979,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MD Moxon (ENG),1985-1988,1985,1988,3,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TV Mufambisi (ZIM),2006-2007,2006,2007,1,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Muhammad Usman (UAE),2016-2019,2016,2019,3,30,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AA Mulla (CAN),2006-2009,2006,2009,3,24,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
EMDY Munaweera (SL),2017-2017,2017,2017,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HG Munsey (SCOT),2017-2019,2017,2019,2,25,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GB Murgatroyd (NAM),2003-2003,2003,2003,0,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Murphy (SCOT),2013-2013,2013,2013,0,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DA Murray (WI),1973-1981,1973,1981,8,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DJ Murray (NZ),1994-1994,1994,1994,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DL Murray (WI),1973-1980,1973,1980,7,26,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JR Murray (WI),1992-1999,1992,1999,7,55,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
R Murray (ZIM),2018-2018,2018,2018,0,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mushfiqur Rahim (BDESH),2006-2019,2006,2019,13,216,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P Mustard (ENG),2007-2008,2007,2008,1,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
F Mutizwa (ZIM),2009-2011,2009,2011,2,17,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
R Mutumbami (ZIM),2014-2019,2014,2019,5,33,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Myburgh (NL),2011-2018,2011,2018,7,13,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Mylvaganam (UAE),1996-1996,1996,1996,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Naeemuddin Aslam (UAE),2004-2004,2004,2004,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nafees Iqbal (BDESH),2003-2005,2003,2005,2,16,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SS Naik (INDIA),1974-1974,1974,1974,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KK Nair (INDIA),2016-2016,2016,2016,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Najeeb Tarakai (AFG),2017-2017,2017,2017,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasim-ul-Ghani (PAK),1973-1973,1973,1973,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasir Ahmed (BDESH),1988-1990,1988,1990,2,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasir Hameed (HKG),2004-2004,2004,2004,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasir Jamshed (PAK),2008-2015,2008,2015,7,48,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nasir Javed (USA),2004-2004,2004,2004,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Naumanullah (PAK),2008-2008,2008,2008,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MN Nawaz (SL),1998-2002,1998,2002,4,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nazimuddin (BDESH),2008-2012,2008,2012,4,11,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Najmul Hossain Shanto (BDESH),2018-2018,2018,2018,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CJ Nevin (NZ),2000-2003,2000,2003,3,37,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HM Nicholls (NZ),2015-2019,2015,2019,4,45,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PA Nixon (ENG),2007-2007,2007,2007,0,19,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Noor-ul-Haq (AFG),2010-2010,2010,2010,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Noor Ali Zadran (AFG),2009-2019,2009,2019,10,51,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nurul Abedin (BDESH),1986-1990,1986,1990,4,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nurul Hasan (BDESH),2016-2016,2016,2016,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AA Obanda (KENYA),2007-2014,2007,2014,7,49,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NJ O'Brien (IRE),2006-2018,2006,2018,12,103,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DO Obuya (KENYA),2001-2012,2001,2012,11,74,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MP O'Dowd (NL),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NV Ojha (INDIA),2010-2010,2010,2010,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MA Ouma (KENYA),2004-2014,2004,2014,10,80,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TD Paine (AUS),2009-2018,2009,2018,9,35,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Palframan (SA),1996-1996,1996,1996,0,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MK Pandey (INDIA),2015-2018,2015,2018,3,23,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CS Pandit (INDIA),1986-1992,1986,1992,6,36,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RR Pant (INDIA),2018-2019,2018,2019,1,15,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MHW Papps (NZ),2004-2005,2004,2005,1,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JV Paranjpe (INDIA),1998-1998,1998,1998,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BA Parchment (WI),2007-2008,2007,2008,1,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GAHM Parkar (INDIA),1982-1984,1982,1984,2,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NM Parker (NZ),1976-1976,1976,1976,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AC Parore (NZ),1992-2002,1992,2002,10,179,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BP Patel (INDIA),1974-1979,1974,1979,5,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MD Patel (USA),2019-2019,2019,2019,0,9,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ML Patel (KENYA),2004-2006,2004,2006,2,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PA Patel (INDIA),2003-2012,2003,2012,9,38,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GA Paterson (ZIM),1983-1987,1983,1987,4,10,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SP Patil (UAE),2014-2015,2014,2015,1,13,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BMW Patterson (SCOT),1999-1999,1999,1999,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RK Paudel (NEPAL),2018-2019,2018,2019,1,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TRO Payne (WI),1984-1987,1984,1987,3,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GE Peckover (ZIM),1983-1983,1983,1983,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MDKJ Perera (SL),2013-2019,2013,2019,6,98,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PARP Perera (SL),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MJ Petrie (SCOT),2009-2009,2009,2009,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
IL Philip (SCOT),1999-1999,1999,1999,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
WB Phillips (AUS),1982-1986,1982,1986,4,48,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AR Pitcher (BMUDA),2006-2007,2006,2007,1,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
V Pollard (NZ),1973-1974,1973,1974,1,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RH Poonawala (UAE),1994-1994,1994,1994,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NS Poonia (SCOT),2006-2009,2006,2009,3,21,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
N Pooran (WI),2019-2019,2019,2019,0,19,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
WTS Porterfield (IRE),2006-2019,2006,2019,13,136,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
N Pothas (SA),2000-2000,2000,2000,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KOA Powell (WI),2009-2018,2009,2018,9,46,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AD Poynter (IRE),2008-2014,2008,2014,6,19,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SW Poynter (IRE),2014-2019,2014,2019,5,21,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MSK Prasad (INDIA),1998-1999,1998,1999,1,17,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MJ Prior (ENG),2004-2011,2004,2011,7,68,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CA Pujara (INDIA),2013-2014,2013,2014,1,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AG Puttick (SA),2005-2005,2005,2005,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AJ Pycroft (ZIM),1983-1992,1983,1992,9,20,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MR Pydanna (WI),1980-1983,1980,1983,3,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Qasim Umar (PAK),1983-1987,1983,1987,4,31,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CT Radley (ENG),1978-1978,1978,1978,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rafiqul Alam (BDESH),1986-1986,1986,1986,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rafiqul Islam (BDESH),2002-2002,2002,2002,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AM Rahane (INDIA),2011-2018,2011,2018,7,90,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
KL Rahul (INDIA),2016-2019,2016,2019,3,26,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RR Ramdass (WI),2005-2005,2005,2005,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Ramdin (WI),2005-2016,2005,2016,11,139,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DR Ramsammy (CAN),2012-2012,2012,2012,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ramveer Rai (UAE),2004-2004,2004,2004,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
D Ranatunga (SL),1990-1990,1990,1990,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
S Ranatunga (SL),1994-1996,1994,1996,2,13,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Raqibul Hasan (BDESH),2008-2011,2008,2011,3,55,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rashid Latif (PAK),1992-2003,1992,2003,11,166,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
V Rathour (INDIA),1996-1997,1996,1997,1,7,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
A Ratra (INDIA),2002-2002,2002,2002,0,12,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CMW Read (ENG),2000-2006,2000,2006,6,36,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B Reddy (INDIA),1978-1981,1978,1981,3,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AJ Redmond (NZ),2009-2010,2009,2010,1,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RE Redmond (NZ),1973-1973,1973,1973,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
IR Redpath (AUS),1971-1975,1971,1975,4,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JF Reid (NZ),1980-1986,1980,1986,6,25,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FL Reifer (WI),1997-2009,1997,2009,12,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Rhodes (ENG),1989-1995,1989,1995,6,9,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ACL Richards (WI),2007-2007,2007,2007,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CJ Richards (ENG),1981-1988,1981,1988,7,22,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DM Richards (WI),2009-2010,2009,2010,1,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DJ Richardson (SA),1991-1998,1991,1998,7,122,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MH Richardson (NZ),2002-2002,2002,2002,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GM Ritchie (AUS),1982-1987,1982,1987,5,44,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SJ Rixon (AUS),1978-1985,1978,1985,7,6,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rizwan-uz-Zaman (PAK),1981-1987,1981,1987,6,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RD Robinson (AUS),1977-1977,1977,1977,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RT Robinson (ENG),1984-1988,1984,1988,4,26,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
L Ronchi (AUS/NZ),2008-2017,2008,2017,9,85,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
GRJ Roope (ENG),1973-1978,1973,1978,5,8,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BC Rose (ENG),1977-1977,1977,1977,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LG Rowe (WI),1975-1980,1975,1980,5,11,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
JJ Roy (ENG),2015-2019,2015,2019,4,84,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MW Rushmere (SA),1992-1992,1992,1992,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RC Russell (ENG),1987-1998,1987,1998,11,40,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
HD Rutherford (NZ),2013-2013,2013,2013,0,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Saad Ali (PAK),2019-2019,2019,2019,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Saeed Azad (PAK),1995-1996,1995,1996,1,4,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sagar Pun (NEPAL),2018-2018,2018,2018,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK Sah (NEPAL),2018-2018,2018,2018,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
WP Saha (INDIA),2010-2014,2010,2014,4,9,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sajid Ali (PAK),1984-1997,1984,1997,13,13,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sajjad Ahmed (BDESH),1995-1995,1995,1995,0,2,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Saleem Pervez (PAK),1980-1980,1980,1980,0,1,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Saleem Yousuf (PAK),1982-1990,1982,1990,8,86,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Salman Faris (UAE),2014-2014,2014,2014,0,3,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
G Salmond (SCOT),1999-1999,1999,1999,0,5,-,-,-,-,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
